method,article_id,question_id,difficult,gold_label,predicted_index,correct,parsed,predicted_raw,tree_layers
agglomerative,61146,61146_1K27MAZN_2,0,2,1,0,1,A,1
agglomerative,61146,61146_1K27MAZN_3,0,4,4,1,1,D,1
agglomerative,61146,61146_1K27MAZN_4,1,1,1,1,1,A,1
agglomerative,61146,61146_1K27MAZN_5,1,4,2,0,1,B,1
agglomerative,61146,61146_1K27MAZN_6,1,3,2,0,1,B,1
agglomerative,61146,61146_1K27MAZN_7,1,2,3,0,1,C,1
agglomerative,61146,61146_1K27MAZN_8,0,2,4,0,1,D,1
agglomerative,63936,63936_L8TF3034_1,1,1,3,0,1,C,1
agglomerative,63936,63936_L8TF3034_2,0,3,3,1,1,C,1
agglomerative,63936,63936_L8TF3034_3,0,2,2,1,1,B,1
agglomerative,63936,63936_L8TF3034_4,0,3,3,1,1,C,1
agglomerative,63936,63936_L8TF3034_5,1,1,1,1,1,A,1
agglomerative,63936,63936_L8TF3034_6,1,4,2,0,1,B,1
agglomerative,63936,63936_L8TF3034_7,1,2,2,1,1,B,1
agglomerative,63936,63936_L8TF3034_8,1,3,2,0,1,B,1
agglomerative,63936,63936_L8TF3034_9,1,1,2,0,1,B,1
agglomerative,20007,20007_RZDMZJYW_1,1,3,3,1,1,C,0
agglomerative,20007,20007_RZDMZJYW_2,1,3,3,1,1,C,0
agglomerative,20007,20007_RZDMZJYW_3,0,1,1,1,1,A,0
agglomerative,20007,20007_RZDMZJYW_4,1,4,4,1,1,D,0
agglomerative,20007,20007_RZDMZJYW_5,1,4,4,1,1,D,0
agglomerative,20007,20007_RZDMZJYW_6,1,4,2,0,1,B,0
agglomerative,20007,20007_RZDMZJYW_7,1,4,4,1,1,D,0
agglomerative,20007,20007_RZDMZJYW_8,0,4,2,0,1,B,0
agglomerative,20007,20007_RZDMZJYW_9,0,2,2,1,1,B,0
agglomerative,20007,20007_RZDMZJYW_10,1,2,2,1,1,B,0
agglomerative,20008,20008_5QQ88LP2_1,0,4,4,1,1,D,0
agglomerative,20008,20008_5QQ88LP2_2,0,2,2,1,1,B,0
agglomerative,20008,20008_5QQ88LP2_3,0,2,1,0,1,A,0
agglomerative,20008,20008_5QQ88LP2_4,0,2,2,1,1,B,0
agglomerative,20008,20008_5QQ88LP2_5,1,4,4,1,1,D,0
agglomerative,20008,20008_5QQ88LP2_6,1,3,2,0,1,B,0
agglomerative,20008,20008_5QQ88LP2_7,0,3,3,1,1,C,0
agglomerative,20008,20008_5QQ88LP2_8,1,3,3,1,1,C,0
agglomerative,20008,20008_5QQ88LP2_9,1,2,2,1,1,B,0
agglomerative,20006,20006_VZW02G1T_1,0,1,1,1,1,A,0
agglomerative,20006,20006_VZW02G1T_2,0,2,2,1,1,B,0
agglomerative,20006,20006_VZW02G1T_3,0,4,3,0,1,C,0
agglomerative,20006,20006_VZW02G1T_4,1,3,1,0,1,A,0
agglomerative,20006,20006_VZW02G1T_5,0,4,4,1,1,D,0
agglomerative,20006,20006_VZW02G1T_6,0,3,3,1,1,C,0
agglomerative,20006,20006_VZW02G1T_7,0,3,3,1,1,C,0
agglomerative,20006,20006_VZW02G1T_8,0,2,2,1,1,B,0
agglomerative,20006,20006_VZW02G1T_9,0,4,4,1,1,D,0
agglomerative,20006,20006_VZW02G1T_10,0,1,1,1,1,A,0
agglomerative,62382,62382_0ORSPEA2_1,1,2,2,1,1,B,1
agglomerative,62382,62382_0ORSPEA2_2,1,2,2,1,1,B,1
agglomerative,62382,62382_0ORSPEA2_3,0,3,3,1,1,C,1
agglomerative,62382,62382_0ORSPEA2_4,0,4,1,0,1,A,1
agglomerative,62382,62382_0ORSPEA2_5,0,2,2,1,1,B,1
agglomerative,62382,62382_0ORSPEA2_6,1,1,2,0,1,B,1
agglomerative,62382,62382_0ORSPEA2_7,1,1,1,1,1,A,1
agglomerative,62382,62382_0ORSPEA2_8,1,4,3,0,1,C,1
agglomerative,62382,62382_0ORSPEA2_9,1,2,2,1,1,B,1
agglomerative,62382,62382_0ORSPEA2_10,0,1,1,1,1,A,1
agglomerative,63862,63862_XR1KS2MX_1,1,4,1,0,1,A,1
agglomerative,63862,63862_XR1KS2MX_2,1,4,4,1,1,D,1
agglomerative,63862,63862_XR1KS2MX_3,1,4,1,0,1,A,1
agglomerative,63862,63862_XR1KS2MX_4,0,1,1,1,1,A,1
agglomerative,63862,63862_XR1KS2MX_5,1,4,4,1,1,D,1
agglomerative,63862,63862_XR1KS2MX_6,0,1,1,1,1,A,1
agglomerative,63862,63862_XR1KS2MX_7,0,2,4,0,1,D,1
agglomerative,40965,40965_7AWX7OE9_1,1,3,4,0,1,D,1
agglomerative,40965,40965_7AWX7OE9_2,1,3,2,0,1,B,1
agglomerative,40965,40965_7AWX7OE9_3,1,2,2,1,1,B,1
agglomerative,40965,40965_7AWX7OE9_4,0,1,1,1,1,A,1
agglomerative,40965,40965_7AWX7OE9_5,0,4,4,1,1,D,1
agglomerative,40965,40965_7AWX7OE9_6,1,1,1,1,1,A,1
agglomerative,40965,40965_7AWX7OE9_7,1,4,4,1,1,D,1
agglomerative,40965,40965_7AWX7OE9_8,1,4,4,1,1,D,1
agglomerative,32665,32665_BFH6JK2Z_1,1,1,2,0,1,B,0
agglomerative,32665,32665_BFH6JK2Z_2,0,3,3,1,1,C,0
agglomerative,32665,32665_BFH6JK2Z_3,1,4,4,1,1,D,0
agglomerative,32665,32665_BFH6JK2Z_4,0,2,2,1,1,B,0
agglomerative,32665,32665_BFH6JK2Z_5,1,2,2,1,1,B,0
agglomerative,32665,32665_BFH6JK2Z_6,1,4,4,1,1,D,0
agglomerative,32665,32665_BFH6JK2Z_7,1,1,1,1,1,A,0
agglomerative,32665,32665_BFH6JK2Z_8,0,3,3,1,1,C,0
agglomerative,32665,32665_BFH6JK2Z_9,0,2,2,1,1,B,0
agglomerative,55815,55815_ZJPKF6YE_1,1,3,3,1,1,C,1
agglomerative,55815,55815_ZJPKF6YE_2,1,2,2,1,1,B,1
agglomerative,55815,55815_ZJPKF6YE_3,0,1,2,0,1,B,1
agglomerative,55815,55815_ZJPKF6YE_4,1,3,3,1,1,C,1
agglomerative,55815,55815_ZJPKF6YE_5,1,4,2,0,1,B,1
agglomerative,55815,55815_ZJPKF6YE_6,1,2,3,0,1,C,1
agglomerative,55815,55815_ZJPKF6YE_7,1,1,1,1,1,A,1
agglomerative,63812,63812_DQG6TAWJ_1,1,3,4,0,1,D,1
agglomerative,63812,63812_DQG6TAWJ_2,1,2,1,0,1,A,1
agglomerative,63812,63812_DQG6TAWJ_3,1,4,4,1,1,D,1
agglomerative,63812,63812_DQG6TAWJ_4,0,1,1,1,1,A,1
agglomerative,63812,63812_DQG6TAWJ_5,0,4,4,1,1,D,1
agglomerative,63812,63812_DQG6TAWJ_6,0,3,3,1,1,C,1
agglomerative,63812,63812_DQG6TAWJ_7,0,2,2,1,1,B,1
agglomerative,63812,63812_DQG6TAWJ_8,0,4,4,1,1,D,1
agglomerative,63812,63812_DQG6TAWJ_9,1,1,2,0,1,B,1
agglomerative,63812,63812_DQG6TAWJ_10,1,4,2,0,1,B,1
agglomerative,63392,63392_KMVGI51I_1,1,2,2,1,1,B,1
agglomerative,63392,63392_KMVGI51I_2,1,1,1,1,1,A,1
agglomerative,63392,63392_KMVGI51I_3,1,1,1,1,1,A,1
agglomerative,63392,63392_KMVGI51I_4,1,2,4,0,1,D,1
agglomerative,63392,63392_KMVGI51I_5,0,1,1,1,1,A,1
agglomerative,63392,63392_KMVGI51I_6,1,3,3,1,1,C,1
agglomerative,63392,63392_KMVGI51I_7,0,2,2,1,1,B,1
agglomerative,63392,63392_KMVGI51I_8,0,2,2,1,1,B,1
agglomerative,63392,63392_KMVGI51I_9,1,1,1,1,1,A,1
agglomerative,63392,63392_KMVGI51I_10,0,2,2,1,1,B,1
agglomerative,63130,63130_PRY03TR7_1,0,2,2,1,1,B,1
agglomerative,63130,63130_PRY03TR7_2,0,2,2,1,1,B,1
agglomerative,63130,63130_PRY03TR7_3,1,2,2,1,1,B,1
agglomerative,63130,63130_PRY03TR7_4,1,2,2,1,1,B,1
agglomerative,63130,63130_PRY03TR7_5,0,3,2,0,1,B,1
agglomerative,63130,63130_PRY03TR7_6,1,4,4,1,1,D,1
agglomerative,63130,63130_PRY03TR7_7,1,1,1,1,1,A,1
agglomerative,63130,63130_PRY03TR7_8,1,4,4,1,1,D,1
agglomerative,63130,63130_PRY03TR7_9,1,3,4,0,1,D,1
agglomerative,63130,63130_PRY03TR7_10,0,3,3,1,1,C,1
agglomerative,63916,63916_C3PEXPCO_1,1,1,2,0,1,B,1
agglomerative,63916,63916_C3PEXPCO_2,1,4,4,1,1,D,1
agglomerative,63916,63916_C3PEXPCO_3,1,4,4,1,1,D,1
agglomerative,63916,63916_C3PEXPCO_4,1,4,1,0,1,A,1
agglomerative,63916,63916_C3PEXPCO_5,1,3,1,0,1,A,1
agglomerative,63916,63916_C3PEXPCO_6,1,1,3,0,1,C,1
agglomerative,63916,63916_C3PEXPCO_7,1,3,3,1,1,C,1
agglomerative,63916,63916_C3PEXPCO_8,1,4,4,1,1,D,1
agglomerative,63916,63916_C3PEXPCO_9,1,4,1,0,1,A,1
agglomerative,63833,63833_V187YO4H_1,1,3,3,1,1,C,1
agglomerative,63833,63833_V187YO4H_2,1,1,3,0,1,C,1
agglomerative,63833,63833_V187YO4H_3,0,3,3,1,1,C,1
agglomerative,63833,63833_V187YO4H_4,1,2,3,0,1,C,1
agglomerative,63833,63833_V187YO4H_5,0,4,4,1,1,D,1
agglomerative,63833,63833_V187YO4H_6,0,1,1,1,1,A,1
agglomerative,63833,63833_V187YO4H_7,1,1,1,1,1,A,1
agglomerative,63833,63833_V187YO4H_8,1,3,3,1,1,C,1
agglomerative,63833,63833_V187YO4H_9,0,2,2,1,1,B,1
agglomerative,20002,20002_GO5OYJJA_1,0,3,3,1,1,C,0
agglomerative,20002,20002_GO5OYJJA_2,0,3,3,1,1,C,0
agglomerative,20002,20002_GO5OYJJA_3,1,3,3,1,1,C,0
agglomerative,20002,20002_GO5OYJJA_4,1,1,1,1,1,A,0
agglomerative,20002,20002_GO5OYJJA_5,1,2,2,1,1,B,0
agglomerative,20002,20002_GO5OYJJA_6,0,1,1,1,1,A,0
agglomerative,20002,20002_GO5OYJJA_7,1,4,4,1,1,D,0
agglomerative,20002,20002_GO5OYJJA_8,0,1,3,0,1,C,0
agglomerative,20002,20002_GO5OYJJA_9,1,2,2,1,1,B,0
agglomerative,20002,20002_GO5OYJJA_10,1,4,4,1,1,D,0
agglomerative,60412,60412_K8F7TZVE_1,1,2,3,0,1,C,1
agglomerative,60412,60412_K8F7TZVE_2,1,2,1,0,1,A,1
agglomerative,60412,60412_K8F7TZVE_3,1,1,4,0,1,D,1
agglomerative,60412,60412_K8F7TZVE_4,1,4,4,1,1,D,1
agglomerative,60412,60412_K8F7TZVE_5,0,4,2,0,1,B,1
agglomerative,60412,60412_K8F7TZVE_6,1,4,1,0,1,A,1
agglomerative,60412,60412_K8F7TZVE_7,1,2,2,1,1,B,1
agglomerative,60412,60412_K8F7TZVE_8,1,3,3,1,1,C,1
agglomerative,60412,60412_K8F7TZVE_9,1,1,2,0,1,B,1
agglomerative,63855,63855_OUVVRF81_1,0,1,2,0,1,B,1
agglomerative,63855,63855_OUVVRF81_2,1,1,1,1,1,A,1
agglomerative,63855,63855_OUVVRF81_3,1,1,4,0,1,D,1
agglomerative,63855,63855_OUVVRF81_4,1,3,1,0,1,A,1
agglomerative,63855,63855_OUVVRF81_5,1,1,1,1,1,A,1
agglomerative,63855,63855_OUVVRF81_6,0,3,3,1,1,C,1
agglomerative,63855,63855_OUVVRF81_7,1,3,4,0,1,D,1
agglomerative,63855,63855_OUVVRF81_8,0,2,2,1,1,B,1
agglomerative,63855,63855_OUVVRF81_9,1,1,1,1,1,A,1
agglomerative,63855,63855_OUVVRF81_10,1,2,2,1,1,B,1
agglomerative,62382,62382_O6HCHTPL_1,1,4,1,0,1,A,1
agglomerative,62382,62382_O6HCHTPL_2,0,3,3,1,1,C,1
agglomerative,62382,62382_O6HCHTPL_3,1,1,1,1,1,A,1
agglomerative,62382,62382_O6HCHTPL_4,1,3,4,0,1,D,1
agglomerative,62382,62382_O6HCHTPL_5,0,1,1,1,1,A,1
agglomerative,62382,62382_O6HCHTPL_6,1,1,1,1,1,A,1
agglomerative,62382,62382_O6HCHTPL_7,0,4,4,1,1,D,1
agglomerative,62382,62382_O6HCHTPL_8,1,4,4,1,1,D,1
agglomerative,62382,62382_O6HCHTPL_9,0,4,4,1,1,D,1
agglomerative,63862,63862_ZK5EYM9W_1,0,1,1,1,1,A,1
agglomerative,63862,63862_ZK5EYM9W_2,1,1,1,1,1,A,1
agglomerative,63862,63862_ZK5EYM9W_3,0,2,2,1,1,B,1
agglomerative,63862,63862_ZK5EYM9W_4,1,3,1,0,1,A,1
agglomerative,63862,63862_ZK5EYM9W_5,1,4,4,1,1,D,1
agglomerative,63862,63862_ZK5EYM9W_6,0,4,4,1,1,D,1
agglomerative,63862,63862_ZK5EYM9W_7,1,1,4,0,1,D,1
agglomerative,63862,63862_ZK5EYM9W_8,1,3,3,1,1,C,1
agglomerative,63862,63862_ZK5EYM9W_9,1,1,1,1,1,A,1
agglomerative,40965,40965_ZUFZ7UG6_1,1,4,4,1,1,D,1
agglomerative,40965,40965_ZUFZ7UG6_2,1,1,2,0,1,B,1
agglomerative,40965,40965_ZUFZ7UG6_3,1,2,1,0,1,A,1
agglomerative,40965,40965_ZUFZ7UG6_4,1,3,1,0,1,A,1
agglomerative,40965,40965_ZUFZ7UG6_5,1,2,2,1,1,B,1
agglomerative,40965,40965_ZUFZ7UG6_6,0,2,4,0,1,D,1
agglomerative,40965,40965_ZUFZ7UG6_7,1,3,3,1,1,C,1
agglomerative,40965,40965_ZUFZ7UG6_8,0,3,3,1,1,C,1
agglomerative,32665,32665_VRYQXG3Y_1,0,2,4,0,1,D,0
agglomerative,32665,32665_VRYQXG3Y_2,1,2,4,0,1,D,0
agglomerative,32665,32665_VRYQXG3Y_3,1,3,3,1,1,C,0
agglomerative,32665,32665_VRYQXG3Y_4,1,3,1,0,1,A,0
agglomerative,32665,32665_VRYQXG3Y_5,1,4,4,1,1,D,0
agglomerative,32665,32665_VRYQXG3Y_6,1,2,4,0,1,D,0
agglomerative,32665,32665_VRYQXG3Y_7,1,1,2,0,1,B,0
agglomerative,32665,32665_VRYQXG3Y_8,1,2,1,0,1,A,0
agglomerative,32665,32665_VRYQXG3Y_9,1,1,1,1,1,A,0
agglomerative,32665,32665_VRYQXG3Y_10,1,3,3,1,1,C,0
agglomerative,55815,55815_4DJBZQ7I_1,1,3,3,1,1,C,1
agglomerative,55815,55815_4DJBZQ7I_2,0,3,3,1,1,C,1
agglomerative,55815,55815_4DJBZQ7I_3,1,3,2,0,1,B,1
agglomerative,55815,55815_4DJBZQ7I_4,1,2,3,0,1,C,1
agglomerative,55815,55815_4DJBZQ7I_5,1,4,1,0,1,A,1
agglomerative,55815,55815_4DJBZQ7I_6,1,1,2,0,1,B,1
agglomerative,55815,55815_4DJBZQ7I_7,0,2,2,1,1,B,1
agglomerative,55815,55815_4DJBZQ7I_8,0,2,1,0,1,A,1
agglomerative,55815,55815_4DJBZQ7I_9,1,1,4,0,1,D,1
agglomerative,63812,63812_G3YOJRZD_1,0,4,4,1,1,D,1
agglomerative,63812,63812_G3YOJRZD_2,1,1,4,0,1,D,1
agglomerative,63812,63812_G3YOJRZD_3,1,3,3,1,1,C,1
agglomerative,63812,63812_G3YOJRZD_4,1,3,3,1,1,C,1
agglomerative,63812,63812_G3YOJRZD_5,1,4,4,1,1,D,1
agglomerative,63812,63812_G3YOJRZD_6,1,2,2,1,1,B,1
agglomerative,63812,63812_G3YOJRZD_7,1,4,1,0,1,A,1
agglomerative,63812,63812_G3YOJRZD_8,0,3,3,1,1,C,1
agglomerative,63812,63812_G3YOJRZD_9,1,1,1,1,1,A,1
agglomerative,63392,63392_7YS4HHFI_1,0,2,2,1,1,B,1
agglomerative,63392,63392_7YS4HHFI_2,0,3,1,0,1,A,1
agglomerative,63392,63392_7YS4HHFI_3,0,3,3,1,1,C,1
agglomerative,63392,63392_7YS4HHFI_4,0,1,1,1,1,A,1
agglomerative,63392,63392_7YS4HHFI_5,0,1,4,0,1,D,1
agglomerative,63392,63392_7YS4HHFI_6,1,3,3,1,1,C,1
agglomerative,63392,63392_7YS4HHFI_7,1,3,3,1,1,C,1
agglomerative,63392,63392_7YS4HHFI_8,0,3,1,0,1,A,1
agglomerative,63130,63130_HY86PCEO_1,1,4,4,1,1,D,1
agglomerative,63130,63130_HY86PCEO_2,1,4,3,0,1,C,1
agglomerative,63130,63130_HY86PCEO_3,1,4,4,1,1,D,1
agglomerative,63130,63130_HY86PCEO_4,0,2,2,1,1,B,1
agglomerative,63130,63130_HY86PCEO_5,1,1,1,1,1,A,1
agglomerative,63130,63130_HY86PCEO_6,1,3,3,1,1,C,1
agglomerative,63130,63130_HY86PCEO_7,0,4,4,1,1,D,1
agglomerative,63130,63130_HY86PCEO_8,0,4,4,1,1,D,1
agglomerative,63130,63130_HY86PCEO_9,0,4,4,1,1,D,1
agglomerative,63916,63916_MPWP9IG6_1,0,1,1,1,1,A,1
agglomerative,63916,63916_MPWP9IG6_2,1,3,3,1,1,C,1
agglomerative,63916,63916_MPWP9IG6_3,0,4,4,1,1,D,1
agglomerative,63916,63916_MPWP9IG6_4,1,4,1,0,1,A,1
agglomerative,63916,63916_MPWP9IG6_5,0,3,2,0,1,B,1
agglomerative,63916,63916_MPWP9IG6_6,0,1,1,1,1,A,1
agglomerative,63916,63916_MPWP9IG6_7,0,3,3,1,1,C,1
agglomerative,63916,63916_MPWP9IG6_8,1,3,3,1,1,C,1
agglomerative,63916,63916_MPWP9IG6_9,1,2,2,1,1,B,1
agglomerative,63833,63833_NVJ3AK4J_1,0,2,2,1,1,B,1
agglomerative,63833,63833_NVJ3AK4J_2,0,1,1,1,1,A,1
agglomerative,63833,63833_NVJ3AK4J_3,1,4,2,0,1,B,1
agglomerative,63833,63833_NVJ3AK4J_4,1,3,3,1,1,C,1
agglomerative,63833,63833_NVJ3AK4J_5,1,2,2,1,1,B,1
agglomerative,63833,63833_NVJ3AK4J_6,1,1,2,0,1,B,1
agglomerative,63833,63833_NVJ3AK4J_7,1,2,2,1,1,B,1
agglomerative,63833,63833_NVJ3AK4J_8,1,2,4,0,1,D,1
agglomerative,63833,63833_NVJ3AK4J_9,1,4,4,1,1,D,1
agglomerative,20002,20002_V4XXHZGB_1,0,1,1,1,1,A,0
agglomerative,20002,20002_V4XXHZGB_2,0,2,2,1,1,B,0
agglomerative,20002,20002_V4XXHZGB_3,1,2,2,1,1,B,0
agglomerative,20002,20002_V4XXHZGB_4,0,1,1,1,1,A,0
agglomerative,20002,20002_V4XXHZGB_5,1,3,3,1,1,C,0
agglomerative,20002,20002_V4XXHZGB_6,1,3,3,1,1,C,0
agglomerative,20002,20002_V4XXHZGB_7,0,2,4,0,1,D,0
agglomerative,20002,20002_V4XXHZGB_8,1,4,4,1,1,D,0
agglomerative,20006,20006_RQF3XP3W_1,1,3,3,1,1,C,0
agglomerative,20006,20006_RQF3XP3W_2,1,2,4,0,1,D,0
agglomerative,20006,20006_RQF3XP3W_3,1,3,3,1,1,C,0
agglomerative,20006,20006_RQF3XP3W_4,1,1,1,1,1,A,0
agglomerative,20006,20006_RQF3XP3W_5,1,1,1,1,1,A,0
agglomerative,20006,20006_RQF3XP3W_6,0,2,2,1,1,B,0
agglomerative,20006,20006_RQF3XP3W_7,1,2,3,0,1,C,0
agglomerative,20006,20006_RQF3XP3W_8,0,2,3,0,1,C,0
agglomerative,63936,63936_1LRE5TR5_1,0,2,2,1,1,B,1
agglomerative,63936,63936_1LRE5TR5_2,0,3,3,1,1,C,1
agglomerative,63936,63936_1LRE5TR5_3,1,2,2,1,1,B,1
agglomerative,63936,63936_1LRE5TR5_4,1,3,1,0,1,A,1
agglomerative,63936,63936_1LRE5TR5_5,1,3,1,0,1,A,1
agglomerative,63936,63936_1LRE5TR5_6,1,3,3,1,1,C,1
agglomerative,63936,63936_1LRE5TR5_7,1,2,2,1,1,B,1
agglomerative,63936,63936_1LRE5TR5_8,0,3,3,1,1,C,1
agglomerative,20008,20008_JTYOKW25_1,0,2,2,1,1,B,0
agglomerative,20008,20008_JTYOKW25_2,1,2,2,1,1,B,0
agglomerative,20008,20008_JTYOKW25_3,1,3,3,1,1,C,0
agglomerative,20008,20008_JTYOKW25_4,0,3,3,1,1,C,0
agglomerative,20008,20008_JTYOKW25_5,1,4,4,1,1,D,0
agglomerative,20008,20008_JTYOKW25_6,0,2,2,1,1,B,0
agglomerative,20008,20008_JTYOKW25_7,1,1,1,1,1,A,0
agglomerative,20008,20008_JTYOKW25_8,1,4,4,1,1,D,0
agglomerative,20008,20008_JTYOKW25_9,0,4,4,1,1,D,0
agglomerative,20008,20008_JTYOKW25_10,1,1,1,1,1,A,0
agglomerative,63150,63150_Z3E7PK9T_1,0,1,1,1,1,A,1
agglomerative,63150,63150_Z3E7PK9T_2,0,3,3,1,1,C,1
agglomerative,63150,63150_Z3E7PK9T_3,1,3,3,1,1,C,1
agglomerative,63150,63150_Z3E7PK9T_4,1,1,1,1,1,A,1
agglomerative,63150,63150_Z3E7PK9T_5,0,1,1,1,1,A,1
agglomerative,63150,63150_Z3E7PK9T_6,1,2,2,1,1,B,1
agglomerative,63150,63150_Z3E7PK9T_7,1,4,4,1,1,D,1
agglomerative,63150,63150_Z3E7PK9T_8,1,1,3,0,1,C,1
agglomerative,63150,63150_Z3E7PK9T_9,0,2,2,1,1,B,1
agglomerative,63150,63150_Z3E7PK9T_10,1,3,3,1,1,C,1
agglomerative,63645,63645_32M9QZ2I_1,1,1,1,1,1,A,1
agglomerative,63645,63645_32M9QZ2I_2,0,4,4,1,1,D,1
agglomerative,63645,63645_32M9QZ2I_3,0,3,3,1,1,C,1
agglomerative,63645,63645_32M9QZ2I_4,0,4,4,1,1,D,1
agglomerative,63645,63645_32M9QZ2I_5,0,3,3,1,1,C,1
agglomerative,63645,63645_32M9QZ2I_6,1,3,4,0,1,D,1
agglomerative,63645,63645_32M9QZ2I_7,1,2,2,1,1,B,1
agglomerative,63645,63645_32M9QZ2I_8,0,1,1,1,1,A,1
agglomerative,63645,63645_32M9QZ2I_9,1,2,2,1,1,B,1
agglomerative,61146,61146_76LHD3BB_1,0,3,3,1,1,C,1
agglomerative,61146,61146_76LHD3BB_2,1,4,4,1,1,D,1
agglomerative,61146,61146_76LHD3BB_3,1,1,2,0,1,B,1
agglomerative,61146,61146_76LHD3BB_4,0,3,3,1,1,C,1
agglomerative,61146,61146_76LHD3BB_5,0,3,1,0,1,A,1
agglomerative,61146,61146_76LHD3BB_6,0,4,4,1,1,D,1
agglomerative,61146,61146_76LHD3BB_7,1,3,3,1,1,C,1
agglomerative,61146,61146_76LHD3BB_8,1,3,3,1,1,C,1
agglomerative,61146,61146_76LHD3BB_9,0,2,2,1,1,B,1
agglomerative,61146,61146_76LHD3BB_10,1,4,1,0,1,A,1
agglomerative,63633,63633_N3YQYXBC_1,0,3,2,0,1,B,1
agglomerative,63633,63633_N3YQYXBC_2,1,1,2,0,1,B,1
agglomerative,63633,63633_N3YQYXBC_3,1,3,3,1,1,C,1
agglomerative,63633,63633_N3YQYXBC_4,1,1,3,0,1,C,1
agglomerative,63633,63633_N3YQYXBC_5,0,2,2,1,1,B,1
agglomerative,63633,63633_N3YQYXBC_6,1,1,2,0,1,B,1
agglomerative,63633,63633_N3YQYXBC_7,0,1,1,1,1,A,1
agglomerative,63633,63633_N3YQYXBC_8,0,3,2,0,1,B,1
agglomerative,63633,63633_N3YQYXBC_9,1,3,1,0,1,A,1
agglomerative,63633,63633_N3YQYXBC_10,0,2,2,1,1,B,1
agglomerative,63473,63473_1VIHQ8TY_1,0,3,3,1,1,C,1
agglomerative,63473,63473_1VIHQ8TY_2,1,2,1,0,1,A,1
agglomerative,63473,63473_1VIHQ8TY_3,1,2,4,0,1,D,1
agglomerative,63473,63473_1VIHQ8TY_4,0,3,4,0,1,D,1
agglomerative,63473,63473_1VIHQ8TY_5,1,2,2,1,1,B,1
agglomerative,63473,63473_1VIHQ8TY_6,0,4,4,1,1,D,1
agglomerative,63473,63473_1VIHQ8TY_7,0,2,2,1,1,B,1
agglomerative,63473,63473_1VIHQ8TY_8,1,3,3,1,1,C,1
agglomerative,61434,61434_J9JTAFPH_1,0,4,4,1,1,D,1
agglomerative,61434,61434_J9JTAFPH_2,1,1,3,0,1,C,1
agglomerative,61434,61434_J9JTAFPH_3,1,2,2,1,1,B,1
agglomerative,61434,61434_J9JTAFPH_4,1,4,3,0,1,C,1
agglomerative,61434,61434_J9JTAFPH_5,1,2,2,1,1,B,1
agglomerative,61434,61434_J9JTAFPH_6,0,1,1,1,1,A,1
agglomerative,61434,61434_J9JTAFPH_7,0,3,3,1,1,C,1
agglomerative,61434,61434_J9JTAFPH_8,0,2,2,1,1,B,1
agglomerative,61434,61434_J9JTAFPH_9,1,1,3,0,1,C,1
agglomerative,61434,61434_J9JTAFPH_10,1,4,4,1,1,D,1
agglomerative,20007,20007_5OCOFL2D_1,0,4,4,1,1,D,0
agglomerative,20007,20007_5OCOFL2D_2,1,3,3,1,1,C,0
agglomerative,20007,20007_5OCOFL2D_3,0,1,1,1,1,A,0
agglomerative,20007,20007_5OCOFL2D_4,0,4,4,1,1,D,0
agglomerative,20007,20007_5OCOFL2D_5,0,4,4,1,1,D,0
agglomerative,20007,20007_5OCOFL2D_6,0,4,4,1,1,D,0
agglomerative,20007,20007_5OCOFL2D_7,0,3,3,1,1,C,0
agglomerative,20007,20007_5OCOFL2D_8,0,1,2,0,1,B,0
agglomerative,20007,20007_5OCOFL2D_9,1,4,4,1,1,D,0
agglomerative,51650,51650_B3KKWWD1_1,0,3,3,1,1,C,1
agglomerative,51650,51650_B3KKWWD1_2,0,2,4,0,1,D,1
agglomerative,51650,51650_B3KKWWD1_3,1,2,3,0,1,C,1
agglomerative,51650,51650_B3KKWWD1_4,0,4,4,1,1,D,1
agglomerative,51650,51650_B3KKWWD1_5,1,3,1,0,1,A,1
agglomerative,51650,51650_B3KKWWD1_6,1,4,1,0,1,A,1
agglomerative,51650,51650_B3KKWWD1_7,0,2,2,1,1,B,1
agglomerative,51650,51650_B3KKWWD1_8,1,1,1,1,1,A,1
agglomerative,51650,51650_B3KKWWD1_9,1,1,1,1,1,A,1
agglomerative,51650,51650_B3KKWWD1_10,1,3,3,1,1,C,1
agglomerative,51483,51483_9DX3EDKN_1,0,3,3,1,1,C,1
agglomerative,51483,51483_9DX3EDKN_2,0,3,3,1,1,C,1
agglomerative,51483,51483_9DX3EDKN_3,0,1,1,1,1,A,1
agglomerative,51483,51483_9DX3EDKN_4,1,3,4,0,1,D,1
agglomerative,51483,51483_9DX3EDKN_5,1,3,1,0,1,A,1
agglomerative,51483,51483_9DX3EDKN_6,1,3,2,0,1,B,1
agglomerative,51483,51483_9DX3EDKN_7,1,1,4,0,1,D,1
agglomerative,51483,51483_9DX3EDKN_8,1,3,2,0,1,B,1
agglomerative,51483,51483_9DX3EDKN_9,1,3,3,1,1,C,1
agglomerative,51483,51483_9DX3EDKN_10,1,2,2,1,1,B,1
agglomerative,51461,51461_OV4JLLBG_1,0,3,2,0,1,B,1
agglomerative,51461,51461_OV4JLLBG_2,1,1,1,1,1,A,1
agglomerative,51461,51461_OV4JLLBG_3,1,1,1,1,1,A,1
agglomerative,51461,51461_OV4JLLBG_4,0,1,1,1,1,A,1
agglomerative,51461,51461_OV4JLLBG_5,1,2,1,0,1,A,1
